lt_dp_posx,lt_dp_posy,lt_dp_velx,lt_dp_vely,ball_posx,ball_posy,ball_posz,ball_vel_x,ball_vel_y,ball_rot_x,ball_rot_y,ball_rot_z,rt_gk_posx,rt_gk_posy,rt_gk_velx,rt_gk_vely,action_left,action_top_left,action_top,action_top_right,action_right,action_bottom_right,action_bottom,action_bottom_left,action_sprint,action_dribble,sel_action
0.569933354854584,0.021307559683919,0.013708259910345,-0.000955340918154,0.985725164413452,-0.008375942707062,0.109834410250187,0.018425220623612,-0.001593046472408,-2.22541275434196E-05,-0.000108988322609,-5.84501110706404E-12,0.614928901195526,0.019989578053355,0.012798168696463,-0.000948426837567,0,0,0,0,0,0,1,0,1,0,18
0.569481611251831,0.019748982042074,0.01373212877661,-0.000966753461398,1.0105185508728,-0.011627755127847,0.109831683337688,0.018474578857422,-0.001768629881553,-2.47069565375568E-05,-0.000109280357719,0,0.594488859176636,0.019569590687752,0.012772896327078,-0.000907541136257,0,0,1,0,0,0,0,0,1,0,13
0.568086385726929,0.023621119558811,0.013709329999983,-0.000424922211096,1.00425827503204,0.010199547745288,0.109807185828686,0.019362509250641,-0.000872712349519,-1.21913708426291E-05,-0.000114532420412,5.847550308552E-12,0.591642141342163,0.023092690855265,0.012616435065866,-0.000364099279977,0,0,0,0,0,1,0,0,1,0,6
0.5673006772995,0.023461740463972,0.013629638589919,-0.000678862561472,1.00443053245544,0.001803961349651,0.109815746545792,0.019072974100709,-0.001182004576549,-1.65120509336703E-05,-0.00011281985644,-2.92337616787652E-12,0.588792324066162,0.023152653127909,0.012465354055166,-0.00061456108233,1,0,0,0,0,0,0,0,1,0,9
0.565982222557068,0.034460108727217,0.012696490623057,-0.000408847932704,1.01315724849701,0.018981603905559,0.109842464327812,0.018314775079489,-0.000439568422735,-6.14058171777288E-06,-0.000108335276309,-1.46118013522045E-12,0.614557206630707,0.026492793112993,0.012800272554159,-0.000226782838581,0,0,0,0,0,0,0,1,1,0,18
0.56467068195343,0.025113798677921,0.009730295278132,-0.000384019047488,0.967410862445831,0.009513016790152,0.109934963285923,0.014346843585372,-0.000576870399527,-8.05870604381198E-06,-8.48650015541352E-05,-5.8354458418175E-12,0.629363298416138,0.019907081499696,0.013245554640889,-0.000385020335671,0,0,0,0,1,0,0,0,0,1,1
0.563539147377014,0.020267540588975,0.01361995562911,-0.00093124457635,0.976464986801147,-0.007300883997232,0.109837047755718,0.018338680267334,-0.001601189142093,-2.2367885321728E-05,-0.000108476509922,0,0.591066122055054,0.018181800842285,0.012585402466357,-0.000789625104517,1,0,0,0,0,0,0,0,0,0,18
0.563389480113983,0.022639226168394,0.013604935258627,-0.000789262470789,0.959479928016663,0.000111045759695,0.109847284853458,0.0180704575032,-0.001218415680341,-1.70207331393613E-05,-0.000106890009192,-1.16881669273705E-11,0.604544401168823,0.022377528250218,0.012451760470867,-0.000761841482017,0,0,1,0,0,0,0,0,1,0,12
0.560405969619751,0.02150110155344,0.013434582389891,-0.000801055866759,0.978875875473022,-0.002731189597398,0.109745882451534,0.020832732319832,-0.001783648505807,-2.49165696004638E-05,-0.000123228266602,1.17035825475398E-11,0.590237617492676,0.018534721806645,0.012601140886545,-0.000614792108536,0,0,1,0,0,0,0,0,0,0,18
0.556308388710022,0.022240037098527,0.013486375100911,-0.000946313492022,0.966689944267273,-0.006730159278959,0.109786480665207,0.019809810444713,-0.00171275716275,-2.39263299590675E-05,-0.000117177900393,0,0.602308750152588,0.020915418863297,0.012383040040732,-0.000896821729839,0,1,0,0,0,0,0,0,1,0,7
0.55583918094635,0.020698379725218,0.013531684875488,-0.000944992236327,0.991430699825287,-0.009800411760807,0.109782852232456,0.019866861402989,-0.001901916693896,-2.65687885985244E-05,-0.000117515417514,5.84896931235535E-12,0.581900000572205,0.020454013720155,0.012217469513416,-0.000844150607008,0,0,1,0,0,0,0,0,0,0,13
0.555548548698425,0.024251649156213,0.013512725941837,-0.00067428679904,1.00875163078308,0.001037040841766,0.128555148839951,0.02698471955955,-0.001421858672984,9.33030150918057E-06,-8.54098907439038E-05,0.00045051946654,0.587964534759522,0.025273744016886,0.011811630800366,-0.000675507530104,1,0,0,0,0,0,0,0,0,0,5
0.555155038833618,0.025513205677271,0.008757996372879,-0.000364445266314,0.952645659446716,0.010106707923114,0.109917528927326,0.015291784889996,-0.000614865508396,-8.58946623338852E-06,-9.04543121578172E-05,-2.91872429003526E-12,0.616248369216919,0.020284539088607,0.012939818203449,-0.000367352826288,0,0,0,0,1,0,0,0,0,1,9
0.554538667201996,0.025231463834643,0.013491686433554,-0.000496230029967,1.00620436668396,0.008695622906089,0.109682008624077,0.022373285144568,-0.001051386236213,-1.46872080222238E-05,-0.000132340297569,-2.92828673635614E-12,0.594659686088562,0.025075608864427,0.012073095887899,-0.000451654894277,0,0,0,1,0,0,0,0,1,0,18
0.554494321346283,0.024041023105383,0.013501523993909,-0.000417442963226,0.984237670898438,0.011101922951639,0.109750218689442,0.020857904106379,-0.000940112629905,-1.31328524730634E-05,-0.000123377220007,2.92593315028011E-12,0.579132914543152,0.023449013009667,0.012116517871618,-0.000332454073941,0,0,0,0,0,1,0,0,0,0,13
0.554380357265472,0.022523937746883,0.013417475856841,-0.000926190870814,0.997450232505798,-0.008155984804034,0.109661392867565,0.022599428892136,-0.002241805195808,-3.1316521926783E-05,-0.00013367756037,0,0.567120969295502,0.025258634239435,0.011668702587485,-0.000768474186771,0,0,0,1,0,0,0,0,1,0,13
0.553792953491211,0.024133643135429,0.013406272046268,-0.000665829749778,0.984714448451996,0.00302582164295,0.109761647880077,0.020533779636026,-0.001272534951568,-1.77766196429729E-05,-0.000121460114315,-5.85090309535019E-12,0.576436460018158,0.023756822571159,0.011931930668652,-0.00057522195857,1,0,0,0,0,0,0,0,1,0,18
0.553524911403656,0.034847993403673,0.012137609533966,-0.000363046478014,0.994241237640381,0.019435601308942,0.109797142446041,0.019679259508848,-0.000472317071399,-6.59804209135473E-06,-0.000116406008601,-1.46210940490249E-12,0.601946830749512,0.026712220162153,0.012356393039227,-0.000210270358366,0,1,0,0,0,0,0,0,1,0,8
0.550033628940582,0.021190166473389,0.013399586081505,-0.000916324264836,0.95752078294754,-0.005646829493344,0.109789967536926,0.019712932407856,-0.001721177482978,-2.40439640037948E-05,-0.00011660491873,0,0.578598976135254,0.01895952410996,0.012093513272703,-0.000733161985409,1,0,0,0,0,0,0,0,0,0,18
0.549894034862518,0.023421688005328,0.013348285108805,-0.000773092207965,0.940819144248962,0.001369260135107,0.109803520143032,0.019409643486142,-0.001308711362071,-1.82820458576316E-05,-0.000114811053209,0,0.592319250106812,0.023121809586883,0.011923734098673,-0.000722813245375,0,0,1,0,0,0,0,0,1,0,11
0.548441767692566,0.022515285760164,0.013399266637862,-0.001109583652578,1.01191771030426,-0.016857709735632,0.110037416219711,0.024672269821167,-0.003387245582417,-4.43715398432687E-05,-0.000138666073326,0.000217523862375,0.589418709278107,0.022325167432428,0.011766658164561,-0.000964882259723,0,0,0,0,1,0,0,0,0,0,5
0.547353506088257,0.024815211072564,0.013311821036041,-0.000565730792005,1.01467084884644,0.004891155753285,0.189960896968842,0.029601717367768,-0.001730806194246,1.73833941516932E-05,-5.41275694558863E-05,0.00083793734666,0.62698882818222,0.022274790331721,0.012127091176808,-0.000475268607261,1,0,0,0,0,0,0,0,1,0,18
0.547116458415985,0.022290650755167,0.013124218210578,-0.000781103270128,0.957297384738922,-0.000883693050127,0.109667629003525,0.022530358284712,-0.001928995014168,-2.69467964244541E-05,-0.00013326908811,5.85708001196728E-12,0.57778126001358,0.019130514934659,0.012106337584555,-0.000537265674211,0,0,1,0,0,0,0,0,0,0,15
0.546760380268097,0.025869704782963,0.00709189940244,-0.000255612423643,0.936896085739136,0.010739981196821,0.109895184636116,0.016327016055584,-0.000656490738038,-9.17093257157831E-06,-9.65777144301683E-05,-1.45994739735034E-12,0.603478848934174,0.020640123635531,0.012541518546641,-0.000340587779647,0,0,1,0,0,0,0,0,0,1,5
0.545894086360931,0.028690181672573,0.013343878090382,6.72132737236098E-05,0.996364414691925,0.030617522075772,0.11466658115387,0.026601754128933,-0.000193578889593,6.35452761343913E-06,-0.000115712129627,0.000312255637255,0.586384773254395,0.028869213536382,0.011686366982758,0.000101042707684,0,0,0,0,0,0,1,0,0,0,6
0.544409096240997,0.0243065264076,0.003762504318729,-0.000188070262084,1.00768315792084,-0.000487981247716,0.112864300608635,0.025086166337133,-0.002203584881499,-2.7273239538772E-05,-0.000140782169183,0.000143169279909,0.591773867607117,0.024638373404741,0.011876050382853,-0.000627559900749,0,0,0,0,0,0,0,0,1,1,13
0.542929589748383,0.02315466105938,0.013204013928771,-0.00091049465118,0.946194231510162,-0.004958094097674,0.109722457826138,0.021369455382228,-0.001847605104558,-2.58099244092591E-05,-0.000126402708702,-5.85341714334775E-12,0.590157091617584,0.021788286045194,0.011843793094158,-0.000845287984703,0,1,0,0,0,0,0,0,0,0,13
0.54259443283081,0.026831965893507,0.013339869678021,-6.08594782534055E-05,1.00746834278107,0.02462524548173,0.109312132000923,0.025095967575908,-5.2830575441476E-05,-7.3800811151159E-07,-0.00014844481484,-3.66617326774676E-13,0.619885444641113,0.024550035595894,0.011803823523223,2.47829830186674E-05,0,0,0,1,0,0,0,0,1,0,18
0.542422115802765,0.021631989628077,0.013268399052322,-0.000928767083678,0.970873773097992,-0.007832430303097,0.109717585146427,0.021436078473926,-0.002052141819149,-2.86671929643489E-05,-0.000126796832774,1.75608659558346E-11,0.569814562797546,0.021279199048877,0.011623490601778,-0.000779102381784,1,0,0,0,0,0,0,0,0,0,3
0.54219788312912,0.020643297582865,0.013260674662888,-0.00108652363997,0.996539294719696,-0.015853565186262,0.177716255187988,0.028935842216015,-0.004045877605677,-2.25117255467921E-05,-5.5491294915555E-05,0.001580489100888,0.576897263526917,0.018631350249052,0.011312611401081,-0.000775031512603,0,0,0,0,1,0,0,0,1,0,0
0.542156279087067,0.024903846904636,0.013234437443316,-0.000643114850391,0.981137871742248,0.002494255080819,0.11021564155817,0.029900956898928,-0.001684898859821,2.02289211301832E-05,-5.64058682357427E-05,0.000633308431134,0.576325297355652,0.025931200012565,0.011114178225398,-0.000633177231066,1,0,0,0,0,0,0,0,0,0,0
0.541696190834045,0.035192482173443,0.011440235190094,-0.000303470354993,0.973886787891388,0.019924120977521,0.109736770391464,0.021213604137302,-0.00050914241001,-7.11243728801492E-06,-0.000125481252326,-1.46323513201818E-12,0.589834809303284,0.026915814727545,0.01180031709373,-0.000194927153643,0,1,0,0,0,0,0,0,0,0,13
0.541177332401276,0.02572157420218,0.013185949996114,-0.000481970579131,0.982993006706238,0.00978640280664,0.109581053256989,0.024284759536386,-0.001141212182119,-1.5941894162097E-05,-0.00014364568051,5.8629906485308E-12,0.582847595214844,0.025512516498566,0.011486866511405,-0.000413838744862,0,0,0,1,0,0,0,0,1,0,16
0.541147232055664,0.024452364072204,0.013199505396187,-0.000406956329243,0.962635636329651,0.012075575999916,0.109673514962196,0.022551665082574,-0.001016453956254,-1.41992077260511E-05,-0.000133395209559,0,0.567159175872803,0.023775676265359,0.011471590027213,-0.0003027364437,0,0,0,0,0,1,0,0,0,0,18
0.541111469268799,0.023427799344063,0.013100993819535,-0.000898351601791,0.973992466926575,-0.005829027853906,0.10962051898241,0.024557882919908,-0.002436079550534,-3.40300248353742E-05,-0.000145260317368,0,0.555679798126221,0.025990750640631,0.010728113353253,-0.000715000613127,0,0,0,1,0,0,0,0,1,0,18
0.540904700756073,0.019687300547958,0.01314387563616,-0.001212512492202,0.99850070476532,-0.02137852460146,0.38969099521637,0.030438790097833,-0.004603603389114,-1.76053999894066E-05,-9.55689938564319E-06,0.001755041768774,0.618545293807983,0.018399311229587,0.011629917658866,-0.001073225867003,0,1,0,0,0,0,0,0,1,0,0
0.540553748607636,0.024789148941636,0.01307902764529,-0.000645720690954,0.963454723358154,0.004343344364315,0.109688989818096,0.022185591980815,-0.001374902320094,-1.92065290320897E-05,-0.000131230030092,5.855971957347E-12,0.564667582511902,0.024322114884853,0.011083733290434,-0.000524738745298,0,0,1,0,0,0,0,0,1,0,1
0.539472043514252,0.026136012747884,0.006062897853553,-0.000183284340892,0.920064985752106,0.011416739784181,0.109866306185722,0.017468187958002,-0.000702376069967,-9.81190532911569E-06,-0.000103327722172,-2.92127541774712E-12,0.591158926486969,0.020968496799469,0.01202471088618,-0.000314863660606,0,0,1,0,0,0,0,0,0,1,11
0.53804475069046,0.024616174399853,0.009258207865059,-0.000469971302664,0.981289803981781,0.001840181299485,0.118893481791019,0.028279175981879,-0.002505001146346,-2.09278937290946E-06,-7.99696426838636E-05,0.00104623590596,0.580157279968262,0.025234336033464,0.011277198791504,-0.000554922095034,0,0,0,0,0,0,0,0,1,1,13
0.537790238857269,0.010825095698238,0.009422639384866,-0.001793831703253,1.01405394077301,0.016745319589973,0.109835632145405,0.018534252420068,-0.000469139573397,-6.55367421131814E-06,-0.000109633467218,0,0.594280421733856,0.023950135335326,0.012031022459269,-0.000191675993847,0,0,0,0,1,0,0,0,1,0,13
0.537009596824646,0.024585647508502,0.009637203998864,-0.000516105792485,1.00269055366516,-0.000498642330058,0.114921592175961,0.027962818741798,-0.002488705795258,-2.3673343093833E-05,-0.000112434776383,0.000550257973373,0.615511834621429,0.021810200065374,0.011535952799022,-0.00055121461628,0,0,0,0,0,0,0,1,1,1,18
0.536896705627441,0.023613041266799,0.012981910258532,-0.000862128625158,0.999443233013153,-0.006796760484576,0.268603444099426,0.03304224088788,-0.003915829118341,4.55031340607093E-06,-2.00963368115481E-05,0.001770622096956,0.563628077507019,0.021884886547923,0.011051980778575,-0.000604257977102,0,1,0,0,0,0,0,0,1,0,16
0.536789298057556,0.022092077881098,0.013085244223476,-0.000889758521225,0.93712729215622,-0.003866233164445,0.109727151691914,0.021260062232614,-0.001856260700151,-2.59308490058174E-05,-0.000125755701447,-1.17061655507955E-11,0.566666603088379,0.019681299105287,0.011456856504083,-0.000674801704008,0,0,0,1,0,0,0,0,0,0,1
0.536772668361664,0.030239949002862,0.0050542592071,0.000322420382872,0.997807502746582,-0.00113687501289,0.109803549945354,0.019360331818462,-0.001583707053214,-2.21235823119059E-05,-0.000114519309136,0,0.602579534053803,0.023470222949982,0.012362003326416,-0.000708368432242,0,0,0,0,0,1,0,0,0,1,13
0.536691784858704,0.024185556918383,0.013006434775889,-0.000751588901039,0.920747518539429,0.002722605597228,0.109745316207409,0.020913928747177,-0.001410138909705,-1.96988421521382E-05,-0.000123708508909,-5.85203413505653E-12,0.580656051635742,0.023822709918022,0.011329090222716,-0.000670623558108,0,0,1,0,0,0,0,0,1,0,0
0.536089897155762,0.028155954554677,0.013091016560793,-5.67250135645736E-05,1.00330460071564,0.02614607848227,0.241381749510765,0.033758603036404,-0.000917699944694,-1.46406284784462E-06,-2.00073191081174E-05,0.000804994895589,0.614770948886871,0.026846710592508,0.011566106230021,9.16029312065803E-05,0,0,0,0,0,0,0,1,1,0,18
0.535153031349182,0.023574203252792,0.013103129342198,-0.001040140748955,0.9860560297966,-0.013320236466825,0.113246686756611,0.027480209246278,-0.00373049848713,-3.17408230330329E-05,-0.000105396269646,0.000936920172535,0.577913284301758,0.023244582116604,0.011162898503244,-0.000861714885104,0,0,0,0,1,0,0,0,0,0,5
0.534273326396942,0.027207704260945,0.013024713844061,-0.00025730280322,1.01005327701569,0.017252458259463,0.125377103686333,0.033366426825523,-0.001196648110636,9.80857112153899E-06,-4.15894428442698E-05,0.000648548011668,0.565643668174744,0.02276012673974,0.011388131417334,-8.3258215454407E-05,0,0,0,0,0,1,0,0,0,0,18
0.534196555614471,0.025372484698892,0.012949284166098,-0.000546337862033,0.984741032123566,0.006600515916944,0.137484237551689,0.030325287953019,-0.001683880807832,1.73833941516932E-05,-5.41275694558863E-05,0.00083793734666,0.615120351314545,0.022731386125088,0.011547873727977,-0.000426059123129,1,0,0,0,0,0,0,0,1,0,13
0.534182667732239,0.023057240992785,0.01271291449666,-0.000755713088438,0.93391489982605,0.001118255662732,0.109560541808605,0.02447404153645,-0.002095408504829,-2.92712338705314E-05,-0.000144764897414,1.17273109626059E-11,0.565871715545654,0.019652152433992,0.011467264965177,-0.000465677119792,0,0,0,0,0,0,0,1,0,0,3
0.534158527851105,0.028044071048498,0.013024708256126,-9.19613667065278E-05,1.0111631155014,0.024242836982012,0.273124694824219,0.034847944974899,-0.000545868941117,1.96355886146193E-05,-1.62728374561993E-05,0.000491900660563,0.564867079257965,0.023380465805531,0.011459797620773,6.32144729024731E-05,0,0,0,0,0,1,0,0,1,0,16
0.533395111560822,0.024416940286756,0.010910278186202,-0.000623456959147,1.00286507606506,-0.002161144977435,0.322473287582397,0.033842325210571,-0.002893921453506,2.22169983317144E-05,-2.13167622860055E-05,0.001207074616104,0.5610311627388,0.021346718072891,0.010864399373531,-0.000503116927575,0,0,0,0,0,0,0,0,1,1,12
0.533029556274414,0.026312047615647,0.003354923333973,-8.00253037596121E-05,0.902038097381592,0.012141581624746,0.10982857644558,0.018734769895673,-0.000753303756937,-1.05233093563584E-05,-0.00011081941193,5.84583553439599E-12,0.579395949840546,0.021271361038089,0.01143217086792,-0.000284462468699,0,0,1,0,0,0,0,0,0,1,9
0.532686591148376,0.0286098793149,0.012984276749194,7.31068794266321E-05,0.968292593955994,0.030842617154121,0.120727971196175,0.029740011319518,-0.000250073935604,1.48059425555402E-05,-7.43140917620622E-05,0.000603059248533,0.574983239173889,0.028757400810719,0.011028612032533,0.000124542333651,0,0,0,0,0,0,1,0,0,0,0
0.531577825546265,0.029501495882869,0.002943383064121,0.000349404814187,0.977786839008331,0.000500843685586,0.109745353460312,0.020860766991973,-0.001706443494186,-2.38380216615042E-05,-0.000123393940157,-1.17037490809935E-11,0.590454638004303,0.024156091734767,0.011816445738077,-0.000659358571284,0,1,0,0,0,0,0,0,0,1,6
0.53090113401413,0.023272354155779,0.01229748968035,-0.001016130903736,1.00477600097656,-0.015370623208582,0.131836116313934,0.034011922776699,-0.004412095062435,2.16834578168346E-05,-2.25874064199161E-05,0.001759448787197,0.499944359064102,0.03684663027525,0.007114340085536,-0.000671621703077,0,0,0,0,0,1,0,0,1,0,18
0.530694127082825,0.024401431903243,0.012830138206482,-0.000808345386758,1.00606310367584,-0.0053397314623,0.317010790109634,0.033487781882286,-0.003341753035784,5.85718453294248E-06,-1.4789365195611E-05,0.001322338241152,0.559259712696075,0.023496804758906,0.010744191706181,-0.00059950054856,1,0,0,0,0,0,0,0,0,0,16
0.530602753162384,0.035439740866423,0.010638377629221,-0.000181209528819,0.951908528804779,0.020451616495848,0.109655201435089,0.022954789921641,-0.000550932134502,-7.69616326579126E-06,-0.000135779686389,-1.46461716452745E-12,0.578307807445526,0.027100684121251,0.01116956025362,-0.000172482716152,0,0,0,1,0,0,0,0,0,0,2
0.529867351055145,0.024030668660998,0.012826167047024,-0.000873159209732,0.924046099185944,-0.003043179633096,0.109635770320892,0.023142820224166,-0.002000930719078,-2.79516098089516E-05,-0.000136891409056,-5.85909185751854E-12,0.578571557998657,0.022601611912251,0.011246695183218,-0.000771709019318,0,0,0,0,1,0,0,0,0,0,2
0.529414653778076,0.013625845313072,0.00682465126738,-0.004096584860235,0.994906961917877,0.017229972407222,0.109788097441196,0.01992522738874,-0.000504348077811,-7.04549393049092E-06,-0.00011786086543,0,0.58251166343689,0.024137018248439,0.011437430046499,-0.000180724702659,0,0,0,0,1,0,0,0,1,1,18
0.529409945011139,0.026891279965639,0.012975931167603,-5.74086843698751E-05,0.981357991695404,0.024680230766535,0.112418219447136,0.027400188148022,-5.86023197683971E-05,3.83850647267536E-07,-0.000156091831741,2.55473860306665E-05,0.608355104923248,0.024516303092241,0.011172715574503,4.40332878497429E-05,0,0,0,1,0,0,0,0,1,0,4
0.529313981533051,0.022538289427757,0.012905462644994,-0.00089741795091,0.948653936386108,-0.005705264396966,0.109629124403,0.023221494629979,-0.002223065355793,-3.10546784021426E-05,-0.000137356808409,-5.85935466812515E-12,0.558440446853638,0.022037105634809,0.010733779519796,-0.000698345422279,1,0,0,0,0,0,0,0,0,0,11
0.529070436954498,0.021696921437979,0.01291277538985,-0.001039997325279,0.967253565788269,-0.011838424950838,0.178614690899849,0.029707878828049,-0.003973819315434,-2.25117255467921E-05,-5.5491294915555E-05,0.001580489100888,0.565886378288269,0.019359320402145,0.010755483061075,-0.000675229355693,0,0,0,0,1,0,0,0,1,0,13
0.529063820838928,0.025517098605633,0.012858921661973,-0.000611969211604,0.95059609413147,0.004190406296402,0.173847928643227,0.031019711866975,-0.001679977402091,2.1173655113671E-05,-5.38236163265538E-05,0.000649378169328,0.565419316291809,0.026550829410553,0.010960943996906,-0.00062065833481,0,0,0,0,0,0,1,0,0,0,1
0.528205931186676,0.024300362914801,0.012691882438958,-0.000865362060722,0.948418140411377,-0.003293115878478,0.109909504652023,0.026980835944414,-0.002668379573151,-2.97501974273473E-05,-0.000130690590595,0.000421834120061,0.545068264007568,0.026659471914172,0.009862978942692,-0.000638826400973,0,0,0,1,0,0,0,0,1,0,13
0.528164863586426,0.026195971295238,0.012779937125743,-0.000464802142233,0.957741260528564,0.010973050259054,0.109520711004734,0.026494517922402,-0.001245054998435,-1.73922453541309E-05,-0.000156714202603,5.87108053146102E-12,0.571662366390228,0.025905495509505,0.010791245847941,-0.000366411724826,0,0,0,0,1,0,0,0,1,0,4
0.528161346912384,0.024850925430656,0.012790219858289,-0.000392912741518,0.939234375953674,0.01313032861799,0.109569102525711,0.024489562958479,-0.001103798975237,-1.54192402987974E-05,-0.00014485688007,-5.86371012509246E-12,0.555986642837524,0.024066288024187,0.010543711483479,-0.000257509702351,0,0,0,0,0,1,0,0,0,0,6
0.528056561946869,0.02496263384819,0.012751537375152,-0.00071961915819,0.996101558208466,-0.0008794227615,0.332294285297394,0.033382620662451,-0.002508462872356,-6.54375708109001E-06,-1.84632190212142E-05,0.000748194870539,0.563481271266937,0.019874284043908,0.010969708673656,-0.000436853559222,1,0,0,0,0,0,0,0,1,0,5
0.527968108654022,0.028963651508093,0.012344309128821,9.79184187599458E-05,0.998189210891724,0.032480169087648,0.13652677834034,0.033714655786753,0.000108846434159,2.15388936339878E-05,-4.2798143113032E-05,0.000407441810239,0.556037247180939,0.024941569194198,0.010693254880607,0.000211078018765,0,0,0,0,0,0,0,0,1,1,18
0.527924180030823,0.020888669416308,0.012761354446411,-0.001185119966976,0.967676520347595,-0.016820054501295,0.248848110437393,0.031302180141211,-0.004499570466578,-1.76053999894066E-05,-9.55689938564319E-06,0.001755041768774,0.607186555862427,0.019421776756644,0.011003017425537,-0.000959007360507,0,1,0,0,0,0,0,0,1,0,16
0.52770608663559,0.025421218946576,0.012642386369407,-0.000620953738689,0.9404416680336,0.005769520998001,0.10958993434906,0.024071909487248,-0.001491802278906,-2.08393830689602E-05,-0.000142386677908,-1.75867480300962E-11,0.553750336170197,0.024835102260113,0.010285667143762,-0.000472882238682,1,0,0,0,0,0,0,0,1,0,3
0.527585685253143,0.026416830718517,0.005385457538068,-0.000113451489597,0.882679343223572,0.012919972650707,0.109778724610806,0.02015121281147,-0.000810257566627,-1.13188798422925E-05,-0.000119197371532,-2.92489296671583E-12,0.568271934986115,0.02154016122222,0.010798959061503,-0.000250253942795,0,0,1,0,0,0,0,0,0,1,11
0.526944756507874,0.002914459910244,0.001782146049663,-0.000154472756549,1.00851762294769,0.004411456175148,0.109773732721806,0.020242929458618,-0.001148015726358,-1.6037178284023E-05,-0.00011973985238,1.17001035596087E-11,0.638429284095764,0.021048648282886,0.012572372332215,-0.0005187743227,0,0,0,0,0,0,0,0,1,0,5
0.52685272693634,0.025172006338835,0.01271278783679,-0.000658170145471,0.951334655284882,0.004483812488616,0.136659547686577,0.032164547592402,-0.002816782332957,1.11082408693619E-05,-4.40825679106638E-05,0.001466582296416,0.56917542219162,0.025754693895578,0.0108533045277,-0.000487902521854,0,0,1,0,0,0,0,0,1,1,14
